metadata_field,canonical_name,confidence,count,n_snapshots,support,corpora_count,figure_count,table_count,source_snapshot_count,source_document_count,source_both_count,top_observed_values,n_unique_observed_values,top_description_values,top_reasoning_values
factor_of_production,category_dimension,medium,1,1,0.004761905,1,1,0,0,0,1,['White collar labor/employment (inferred from figure title and document abstract)'],1,['The production factor analyzed in the figure.'],"['Factor-specific metadata enables comparison across capital, blue-collar labor, and white-collar labor results.']"
destination_locations,geographic_role,high,1,1,0.004761905,1,1,0,1,0,0,['Greece; Bulgaria; Cyprus; Italy'],1,['Places receiving or associated with the represented movements.'],['Destination locations make the route-level content discoverable beyond the overall map title.']
facility_name,geographic_entities,medium,1,1,0.004761905,1,1,0,1,0,0,['Hopital de la Paix'],1,['Named institution or facility referenced in the snapshot.'],['Named facilities support entity-based search and linking across related documents or snapshots.']
facility_count,indicator_name,medium,1,1,0.004761905,1,1,0,1,0,0,['20 hospitals'],1,['Number of facilities associated with a reported metric.'],['Facility counts provide important scope information for interpreting expenditure concentration.']
external_factor,interpretive_note,medium,1,1,0.004761905,1,1,0,1,0,0,['COVID-19 restrictions'],1,['External event or condition explicitly cited as influencing reported outcomes.'],['External factors help users understand why indicator values may not reflect normal program performance.']
determinant_variables,indicator_name,medium,1,1,0.004761905,1,1,0,1,0,0,['Law and Order; Business Regulatory Freedom; Average Years of Secondary Schooling; Sociodemographic Factors'],1,['Explanatory variables or determinants plotted on the horizontal axes.'],['These variables reveal the analytical drivers being compared with informality measures.']
explanatory_variable_names,indicator_name,medium,1,1,0.004761905,1,0,1,1,0,0,['Log Nat per capita income; Years of Schooling of HH; Region (rural); Age; Squared Age; Gender (female); Number of rooms; Floor (not floor finished); Sewage (not sewage); Num. Children; Mills Ratio; Constant'],1,['Names of independent variables or covariates used in the table’s analysis.'],['Explanatory variable names make the determinants analyzed in the table searchable and reusable.']
figure_label,internal_identifier,high,1,1,0.004761905,1,1,0,1,0,0,['Exhibit 1'],1,['The displayed label or numbering used to identify the figure within the document.'],['The figure label supports citation and navigation to this specific visual within the document.']
observation_unit,not_in_ontology,high,1,1,0.004761905,1,1,0,0,0,1,[],0,['The type of entity represented by each plotted observation or data point.'],"['Observation unit is important for analytical reuse, but the snapshot does not explicitly label the plotted entities.']"
observation_level,geographic_granularity,high,1,1,0.004761905,1,0,1,1,0,0,['Country/economy-level banking-sector observations'],1,['The level at which table values are reported.'],['Observation level improves analytical reuse by indicating the granularity of the data.']
numeric_values,not_in_ontology,high,1,1,0.004761905,1,0,1,1,0,0,['0.00; 1.00; 3.00'],1,['Numeric values displayed in the table cells.'],['Capturing numeric values enables retrieval of tables containing measurable project indicators.']
numeric_value_range,not_in_ontology,high,1,1,0.004761905,1,0,1,1,0,0,['Total Budget ranges from $4.2M to $598.9M; Total Funded ranges from 38% to 71%'],1,['Observed minimum and maximum ranges for key numeric measures.'],['Value ranges help identify tables relevant to quantitative thresholds or comparisons.']
numeric_scale,not_in_ontology,low,1,1,0.004761905,1,1,0,1,0,0,['K and M abbreviations used for thousands and millions'],1,['Scale notation applied to numeric values in the figure.'],['Scale notation helps normalize values for analysis and comparison.']
notable_extreme_value,not_in_ontology,high,1,1,0.004761905,1,1,0,1,0,0,['Highest visible value: 60% for No specific duration in Manufacturing'],1,['A prominent maximum or minimum value highlighted by the plotted data.'],['Extreme values help users discover charts with notable patterns or outliers.']
normalization_denominator,calculation_method,medium,1,1,0.004761905,1,1,0,1,0,0,['GDP'],1,['Denominator used to normalize the financial indicators.'],['Normalization by GDP is analytically important and improves comparability across indicators and countries.']
panel_title,title,high,1,1,0.004761905,1,1,0,1,0,0,"['Access to basic education in Sudan at the beginning and end of the cycle in Sudan by gender, location, and wealth quintile (2014); Primary education GER in 2016 or the latest available, selected countries']",1,['Titles of individual panels or subfigures within a multi-part figure.'],['Panel titles distinguish separate analytical views within the same figure.']
covariate_theme,subject_domain,medium,1,1,0.004761905,1,0,1,1,0,0,['Household assets; ethnicity; household composition; housing conditions; sanitation; vocational training; clean water access'],1,['Conceptual themes represented by the explanatory variables.'],['Thematic covariate metadata enables discovery beyond exact variable labels by grouping related predictors semantically.']
country_of_asylum,geographic_role,high,1,1,0.004761905,1,0,1,1,0,0,['Democratic Republic of the Congo; Mozambique; South Africa; Zambia; Congo; Angola; Malawi; Zimbabwe; Namibia; Eswatini; Botswana; Madagascar; Lesotho; Mauritius; Comoros'],1,['Countries under which locations and population counts are grouped.'],['Country-level grouping supports faceted discovery and geographic aggregation.']
panel_categories,category_labels,high,1,1,0.004761905,1,1,0,1,0,0,['Electronics and Automation; Software Development and Analysis; Network and Database Design and Administration'],1,"[""The category values represented by the figure's separate panels.""]",['Panel categories make the specific fields of study searchable without treating them as schema fields.']
overall_total,not_in_ontology,high,1,1,0.004761905,1,0,1,1,0,0,"['8,323,227']",1,['The grand total value reported for all countries and population groups.'],['A top-level total supports quick discovery of the scale represented by the table.']
outcome_variables,indicator_name,high,1,1,0.004761905,1,0,1,1,0,0,['White collar adjustment; Blue collar adjustment; Capital adjustment'],1,['Dependent variables or outcomes reported across model columns.'],['Outcome variables are central for discovering what the table estimates.']
country_or_region,geographic_scope,high,1,1,0.004761905,1,0,1,1,0,0,['Democratic Republic of the Congo inferred from Sud Kivu province and map outline'],1,"[""Country or broader region associated with the snapshot's geography.""]",['A country-level geographic field improves discovery when users search beyond the provincial name.']
country_or_territory_names,geographic_entities,high,1,1,0.004761905,1,1,0,1,0,0,"['Examples include Democratic Republic of the Congo, Republic of the Congo, Angola, Zambia, Malawi, Mozambique, Zimbabwe, Botswana, Namibia, South Africa, Eswatini, Lesotho, Madagascar, Mauritius, Seychelles, Comoros, Rwanda, Burundi, Uganda, Kenya, Somalia, Ethiopia, South Sudan, Cameroon, Gabon, and Equatorial Guinea']",1,['Countries or territories labeled within the map extent.'],['Country and territory labels provide strong facets for geographic discovery.']
outcome_indicator,indicator_name,high,1,1,0.004761905,1,0,1,1,0,0,['Upper secondary school enrollment'],1,['The dependent outcome or main indicator analyzed in the table.'],['Identifying the outcome enables discovery of tables about specific education indicators.']
covariate_examples,indicator_name,medium,1,1,0.004761905,1,0,1,1,0,0,['Age; Female Gender; HH income per capita; Teachers per 1000 15-19 years old population; Federal Expenditure'],1,['Representative explanatory variables included in the analysis.'],"['Capturing key covariates improves search for tables involving household, demographic, and government effort determinants.']"
panel_labels,not_in_ontology,low,1,1,0.004761905,1,1,0,1,0,0,['(a) 2001; (b) 2007'],1,['Labels and values assigned to individual panels in a multi-panel figure.'],['Panel labels clarify the comparison being made within the figure.']
movement_context,population_group,high,1,1,0.004761905,1,1,0,1,0,0,['Cross border movements'],1,['The substantive phenomenon or context measured by the snapshot.'],['This field captures the core analytical subject beyond the population group.']
monetary_unit,currency,high,1,1,0.004761905,1,1,0,1,0,0,['US$; millions US$'],1,['Currency denomination used for monetary indicators.'],['Currency metadata supports analytical reuse and comparison of financial indicators.']
monetary_amounts,financial_metric,medium,1,1,0.004761905,1,0,1,1,0,0,['4.13; 0.09; 0.47; 0.31; Total 5.00'],1,['The monetary values reported in the table.'],['Capturing monetary amounts improves discovery and reuse of financing allocation data.']
monetary_amount,financial_metric,high,1,1,0.004761905,1,0,1,1,0,0,"['US$56.22 million; US$43.5 million; US$1.9 million; €6 million; €1 million; €0.9 million; €0.7 million; £3 million; US$74.5 million; US$45 million; US$40 million; €1,192,792; €3,499,630.00; €3,290,000']",1,['Reported financial values or funding amounts in the table.'],['Monetary amounts are the core quantitative measure needed for financial analysis and retrieval.']
countries_or_territories,geographic_entities,high,1,1,0.004761905,1,0,1,1,0,0,['Democratic Republic of the Congo; Mozambique; South Africa; Congo; Zambia; Angola; Malawi; Zimbabwe; Namibia; Eswatini; Botswana; Lesotho; Madagascar; Mauritius; Comoros'],1,['Countries or territories appearing as geographic entities in the table.'],['Country-level entities improve geographic search and filtering.']
model_statistical_significance,not_in_ontology,high,1,1,0.004761905,1,0,1,1,0,0,"['P-values reported, including values such as 0.000, 0.017, 0.024, 0.046']",1,['Whether and how statistical significance information is included in the table.'],['Presence of p-values supports filtering for tables that report statistical inference and significance testing.']
model_stage,analysis_method,medium,1,1,0.004761905,1,0,1,1,0,0,['First-stage regressions'],1,['The stage of a multi-stage statistical model represented in the table.'],['Model stage helps distinguish preliminary or instrumental-variable regressions from final outcome models.']
model_specifications,column_dimension,high,1,1,0.004761905,1,0,1,1,0,0,['Columns labeled (1) and (2)'],1,['Distinct model versions or specifications reported as table columns.'],['Model specification labels allow users to understand that the table compares multiple empirical models.']
operation_identifier,project_identifier,high,1,1,0.004761905,1,0,1,1,0,0,"['Examples include Cr.21240, CN 0230 (S), Cr.29870']",1,['Identifiers assigned to individual loans or credits listed in the table.'],['Operation identifiers enable precise lookup and linking of table rows to project or financing records.']
country_context,geographic_scope,high,1,1,0.004761905,1,0,1,1,0,0,[],0,['Country or countries relevant to the table context.'],"['Country context improves geographic discovery, although the destination country is not explicitly shown.']"
origin_category_labels,geographic_role,medium,1,1,0.004761905,1,1,0,1,0,0,['Italy; France; Greece'],1,['The category labels appearing as origins or sources in the flow diagram.'],['Origin labels make the specific source entities searchable and reusable.']
organization_presence_types,location_type,high,1,1,0.004761905,1,1,0,1,0,0,['Regional Office; Country Office; Multi-Country Office; Sub-Office; Field Office; Field Unit'],1,['Types of organizational offices or presence points shown on the map.'],['Presence types support discovery and comparison of organizational footprint across locations.']
organization_names,source_organization,high,1,1,0.004761905,1,0,1,0,0,1,['EU; UNDP; Holst Fund; Danish Government; World Bank'],1,"['Organizations, donors, or agencies associated with the table entries or source document.']",['Organization names improve discovery of donor and implementing-agency information.']
organization,source_organization,high,1,1,0.004761905,1,1,0,1,0,0,['UNHCR'],1,['Organization responsible for or associated with the programmatic results shown.'],['The organization is central for provenance and for filtering humanitarian program information.']
operational_region,source_organization,medium,1,1,0.004761905,1,1,0,1,0,0,['Regional Bureau for Southern Africa'],1,['The operational or administrative region referenced by the producing organization.'],['Operational region helps distinguish organizational coverage from general map extent.']
operational_entities,not_in_ontology,medium,1,1,0.004761905,1,0,1,1,0,0,['Regional Bureau for West and Central Africa; Regional activities for West and Central Africa; Cameroon Multi-Country Office; Senegal Multi-Country Office'],1,['Administrative or operational units represented in the table.'],['Operational entities provide important context beyond country names for interpreting the data.']
operational_context,not_in_ontology,low,1,1,0.004761905,1,1,0,1,0,0,['Refugee camps; adequate dwellings; voluntary return; resettlement'],1,['Operational setting or response context in which indicators are measured.'],['Operational context helps distinguish similar indicators measured in different humanitarian settings.']
operation_purpose,project_name,high,1,1,0.004761905,1,0,1,1,0,0,"['Examples include Water Supply II, Livestock, Urban I, Power III, Transport Rehab., Road Sector/Inst. Supp']",1,"['The stated purpose, project name, or sectoral objective of each operation.']",['Operation purpose makes otherwise hidden row-level subjects searchable across the corpus.']
model_specification_labels,column_dimension,medium,1,1,0.004761905,1,0,1,1,0,0,['Equation 1; Equation 2'],1,['Labels identifying separate model specifications or columns in the table.'],['Specification labels allow users to compare alternative estimates within the same table.']
component_name,project_component,high,1,1,0.004761905,1,0,1,1,0,0,"['Civic engagement, social cohesion, monitoring and operational support']",1,"['The named project, program, or intervention component described in a table row.']",['Component names are highly useful for discovering project activities embedded in cost tables.']
primary_geographic_context,geographic_scope,high,1,1,0.004761905,1,0,1,1,0,0,['Lebanon'],1,['Main location to which the headline finding applies.'],['The figure’s main result is specifically about enrollment status in Lebanon.']
primary_explanatory_variable,indicator_name,medium,1,1,0.004761905,1,0,1,1,0,0,['Foreign bank asset share (in 1+ logs)'],1,['The main explanatory or treatment variable emphasized by the table.'],['The primary explanatory variable captures the core relationship examined in the regression results.']
primary_dimension,category_dimension,high,1,1,0.004761905,1,1,0,1,0,0,['Education attainment levels: Higher; Secondary; Primary; None'],1,['The main categorical dimension used to organize the figure.'],['The primary dimension supports faceted discovery of figures organized by education level or attainment.']
conducting_organizations,source_organization,medium,1,1,0.004761905,1,0,1,1,0,0,['UNHCR/CUAMM'],1,['Organizations or agencies responsible for conducting the activity.'],['Supports provenance tracking and discovery by implementing organization.']
predictor_variables,indicator_name,medium,1,1,0.004761905,1,0,1,1,0,0,['Have color TV; Have computer; Have mobile; Have fan; Have motorbike; Have refrigerator; Ethnic minority; Household size; Log of living area per capita; Flush toilet; No toilet; Proportion of working members without vocational training; Proportion of working members with vocational training; Proportion of working member to household size; No clean water'],1,['The explanatory variables or covariates listed in the regression table.'],"['Capturing covariates enables discovery of tables involving household assets, demographics, sanitation, labor, and infrastructure variables.']"
population_unit,population_group,high,1,1,0.004761905,1,0,1,1,0,0,['Firms'],1,['The population or observational units represented in the analysis.'],['Population-unit metadata improves reuse by clarifying what entities the estimates describe.']
population_status_categories,population_group,high,1,1,0.004761905,1,0,1,1,0,0,['Refugee; Asylum-Seeker; Other of Concern; IDP by Conflict; IDP by Natural Disaster; Returned IDP; Refugee Returnee; Statelessness; Host Community; Total'],1,['Categories of population or displacement status used as measures or column labels.'],"[""These categories are central to searching and analyzing the table's humanitarian data.""]"
outcome_category_labels,category_labels,high,1,1,0.004761905,1,0,1,1,0,0,['Agriculture + other sectors; Domestic work; omitted category: no work'],1,['The categories or levels of the outcome variable represented in the table.'],['Outcome categories expose the substantive data dimensions that may not appear in document-level metadata.']
population_scope,population_group,high,1,1,0.004761905,1,0,1,1,0,0,['20 hospitals with the highest total cost'],1,['The subset of entities covered by the snapshot.'],['This clarifies that the table is not all hospitals but a selected high-cost subset.']
context_place_names,geographic_entities,high,1,1,0.004761905,1,1,0,1,0,0,['Amman; Zarqa; Al-Russiefah; Abu Nuseir; Sweileh; Wadi Al Sir; Mari al Hamam; Naur; Sahab'],1,['Other geographic place names shown for spatial context.'],['Context places help users locate the mapped features within a recognizable urban region.']
contextual_event,not_in_ontology,low,1,1,0.004761905,1,1,0,1,0,0,['Syrian Crisis'],1,"['A crisis, event, or contextual factor explicitly associated with the displayed data.']",['The event context is central to interpreting the largest cost component and supports crisis-related discovery.']
policy_intervention,intervention_type,high,1,1,0.004761905,1,1,0,1,0,0,['Reform of special tariffs by cutting ad-valorem equivalents'],1,['The policy action or reform being analyzed in the snapshot.'],['This captures the substantive intervention shown in the figure rather than only the document-level topic.']
policy_instrument,intervention_type,high,1,1,0.004761905,1,1,0,1,0,0,['Special tariffs; ad-valorem equivalents'],1,"['The policy instrument, tax, regulation, or mechanism affected by the analysis.']",['Identifying the instrument improves retrieval of figures about specific forms of trade taxation.']
project_or_program_names,project_name,high,1,1,0.004761905,1,0,1,1,0,0,['Second Emergency Rehabilitation Project; Municipal Infrastructure Development Project; Water and Sanitation Services Project; Community Development Project I; Proposed Southern Area Water and Sanitation Improvement Project; Proposed Municipal Infrastructure Development Project II; EU Municipal Support Program; UNDP Local Rural Development Fund; Holst Fund Emergency Employment Generation Program; Municipal Development Program in middle area refugee camps of Gaza'],1,"['Names of projects, programs, or funds listed as table entries.']",['Project and program names are highly searchable entities contained in the table.']
control_variables_description,not_in_ontology,low,1,1,0.004761905,1,0,1,1,0,0,['Baseline includes country of birth and dataset fixed effects; Income adds working dummy and log income; Family adds seven family member controls; All is full specification from Table 4'],1,['Textual description of controls included in each model specification.'],['Control definitions provide essential context for interpreting the reported coefficients.']
control_variables_note,interpretive_note,high,1,1,0.004761905,1,0,1,1,0,0,['Background characteristics included; see note in Table 5 for the list'],1,['Information about included controls or covariates referenced in the table note.'],['Control-variable metadata helps assess comparability and model specification even when full controls are not shown.']
population_site_types,location_type,high,1,1,0.004761905,1,1,0,1,0,0,['Refugee planned settlement; Refugee centre'],1,['Types of population-related sites or facilities shown on the map.'],['Population site types help users find maps involving refugee settlements and centres.']
covariate_labels,indicator_name,medium,1,1,0.004761905,1,0,1,1,0,0,"[""98 Survey; Women; Age; South-East Area; Center-South Area; North-East Area; North-West Area; Center-North Area; Pacific Area; Years after graduation; Not working when graduated; Lower-secondary HH; Upper-secondary HH; University - + HH; Don't know HH; GDP per capita""]",1,['The explanatory variables or covariates listed in the table.'],"['Covariate labels enable discovery of tables involving gender, region, education background, work status, and economic controls.']"
origin_locations,geographic_role,high,1,1,0.004761905,1,0,1,1,0,0,"['Pemba, Mocimboa da Praia, Nangade, Macomia, Muidumbe, Quissanga, Meluco, Palma']",1,['Locations from which participants originated.'],['Origin information adds mobility or displacement-relevant geographic context beyond the activity site.']
comparison_metric,comparison_group,medium,1,1,0.004761905,1,1,0,1,0,0,['Evolution compared to 2019'],1,['Label describing the comparative measure displayed for indicators.'],"['The comparison metric identifies that the figure reports change relative to a baseline, not only current values.']"
origin_geographic_area,geographic_role,high,1,1,0.004761905,1,0,1,1,0,0,"['Camp des réfugiés de Kyangwali, Hoima district, Ouganda; familles d’accueil']",1,['Place or setting from which the population originated or returned.'],['Origin geography is important for tracing cross-border or displacement movement patterns.']
origin_dimension,geographic_role,high,1,1,0.004761905,1,1,0,1,0,0,['Inferred: source/origin country shown on the left side'],1,['The dimension representing the starting category in a flow or relationship chart.'],['Origin dimensions are central to interpreting and querying Sankey-style diagrams.']
policy_domain,subject_domain,high,1,1,0.004761905,1,1,0,0,0,1,['Services trade policies; trade restrictiveness'],1,['The policy or thematic domain addressed by the figure.'],['This connects the figure to reusable topical facets for trade policy analysis.']
policy_area,subject_domain,high,1,1,0.004761905,1,1,0,0,0,1,['Trade policy; tariff reform'],1,['The broad policy domain addressed by the snapshot.'],['Policy-area tagging enables thematic discovery of figures about trade reforms.']
comparison_value,not_in_ontology,high,1,1,0.004761905,1,1,0,1,0,0,['Corresponding figure in 2015 was 85%'],1,['Benchmark or comparison value included alongside the main reported finding.'],['Comparison values reveal trends or contextual benchmarks that may not appear in document-level metadata.']
parameter_name,indicator_name,medium,1,1,0.004761905,1,1,0,1,0,0,['Risk aversion parameter ρ'],1,['A named model parameter used to define scenarios or plotted results.'],['Capturing model parameters supports discovery of analytical figures using comparable assumptions.']
percentage_measure_names,indicator_name,high,1,1,0.004761905,1,0,1,1,0,0,['% of Total; % of Bank-financing'],1,['Names of proportional or percentage measures reported in the table.'],['Percentage measures support discovery of tables that compare shares or allocations.']
percentage_change_from_baseline,not_in_ontology,high,1,1,0.004761905,1,1,0,1,0,0,['+28%; +55%; +94%; +69%; -6%; +410%; +72%; +19%; +8%; -13%; -33%; -92%; -57%; -64%'],1,['Percent change values shown for indicators relative to the baseline period.'],['Percent changes support trend discovery and comparison across program areas.']
comparison_values,not_in_ontology,low,1,1,0.004761905,1,0,1,1,0,0,"['Numeric pairwise comparison scores, including values such as 6.63, 2.41, 0.49, 16.86, 12.48, and 11.55']",1,['Numeric values expressing pairwise relationships among compared entities.'],['The comparison scores are the core data values underlying the matrix analysis.']
parenthetical_statistic,measure_type,medium,1,1,0.004761905,1,0,1,1,0,0,"['Values in parentheses appear below coefficient estimates, e.g., (10.33), (-3.27), (1.61)']",1,"['Supplementary statistic displayed in parentheses for each estimate, such as a t-statistic or standard error.']","['Capturing parenthetical statistics helps users assess uncertainty or statistical strength, even when the exact statistic type is not labeled.']"
parent_project_name,project_name,high,1,1,0.004761905,1,0,1,0,0,1,['Jordan Health Sector Reform Project'],1,['The project or program to which the table relates.'],['Linking the table to the project supports discovery across project-specific financial and operational snapshots.']
component_identifier,project_component,high,1,1,0.004761905,1,0,1,1,0,0,['Component 3'],1,['The identifier or ordinal label assigned to a project component or program component.'],['Component identifiers help link table rows to structured project component information.']
parameter_value,not_in_ontology,high,1,1,0.004761905,1,1,0,1,0,0,['ρ = 2'],1,['The observed value assigned to a model parameter in the figure.'],['Parameter values help distinguish otherwise similar model scenarios.']
parameter_type,category_dimension,medium,1,1,0.004761905,1,1,0,1,0,0,['Long-run elasticities; distribution parameters'],1,['The broad class of estimated parameter reported in the table.'],['Parameter type supports filtering and comparison across econometric result tables.']
parameter_names,not_in_ontology,low,1,1,0.004761905,1,0,1,1,0,0,['Standard deviation of Poisson latent heterogeneity term; Correlation of heterogeneity and selection errors'],1,['Additional model parameters reported separately from primary explanatory variables.'],['Additional parameter labels help users find tables reporting model diagnostics or structural parameters.']
percentage_metric,measure_type,high,1,1,0.004761905,1,0,1,1,0,0,['% of regional total; % of expenditure vs budget'],1,['Percentage-based measures included alongside monetary values.'],['Percentage metrics support discovery of tables containing shares and execution rates.']
legend_classes,category_labels,high,1,1,0.004761905,1,1,0,1,0,0,['15 584; 15 585–159 560; 159 561–263 347; 263 348–497 987'],1,['Class breaks or value ranges shown in the legend for the mapped indicator.'],['Legend classes make the quantitative encoding interpretable and reusable.']
current_status_category,population_group,high,1,1,0.004761905,1,0,1,1,0,0,['Not enrolled in formal education in Lebanon'],1,['Current status category highlighted by the main figure result.'],['The current enrollment status is the main semantic category represented by the figure.']
data_access_date,not_in_ontology,high,1,1,0.004761905,1,1,0,1,0,0,['November 2009'],1,['The date when the underlying data source was accessed.'],['Access date helps interpret figures based on dynamic or periodically updated data sources.']
legal_or_policy_reference,not_in_ontology,high,1,1,0.004761905,1,0,1,1,0,0,['rés. 1612'],1,"['Legal, policy, or normative reference cited in the table text.']",['References such as resolutions can support retrieval of data tied to specific legal frameworks.']
measure_concept,indicator_name,high,1,1,0.004761905,1,0,1,1,0,0,['Time to access food'],1,['The underlying concept being measured by the table values.'],['This field supports discovery of tables measuring access burden or travel/service time.']
measure_column,indicator_name,high,1,1,0.004761905,1,0,1,1,0,0,['Average Cost / Case (USD)'],1,['The quantitative column or measure reported in the table.'],['This identifies the numeric variable available for analytical reuse.']
measure_category,category_labels,medium,1,1,0.004761905,1,1,0,1,0,0,['Tariff revenue; trade tax revenue'],1,['The categories of revenue or outcome measure compared in the figure.'],['Separating outcome categories enables comparison across figures that analyze different fiscal effects.']
mapped_locations,geographic_entities,high,1,1,0.004761905,1,1,0,1,0,0,['Markazi; Obock; Djibouti; Hol-Hol; Ali-Addeh'],1,"['Specific settlements, cities, camps, or point locations represented in a map or spatial figure.']",['Named locations make the map discoverable for settlement- and locality-level queries.']
movement_direction,geographic_role,high,1,1,0.004761905,1,1,0,1,0,0,"['From Turkey toward Greece, Bulgaria, Cyprus, and Italy']",1,['Directional relationship represented by routes or arrows in the figure.'],['Movement direction supports discovery of origin-destination patterns in flow maps.']
mapped_feature_types,location_type,high,1,1,0.004761905,1,1,0,1,0,0,['Selected cities and towns; governorate capitals; national capital; rivers; main roads; railroads; governorate boundaries; international boundaries'],1,['Types of geographic or infrastructure features represented in the map legend.'],"['Feature types enable discovery of maps containing transport, hydrological, settlement, or boundary information.']"
mapped_feature_categories,location_type,high,1,1,0.004761905,1,1,0,1,0,0,['UNHCR Regional Office; UNHCR Country Office; UNHCR Multi-Country Office; UNHCR Sub-Office; UNHCR Field Office; UNHCR Field Unit; Refugee planned settlement; Refugee centre; National capital; International boundary'],1,['The categories of features represented in the map legend.'],['Feature categories make the semantic contents of the map searchable without inspecting the legend.']
map_type,visualization_type,high,1,1,0.004761905,1,1,0,1,0,0,"['Reference map with transportation, settlement, refugee camp, and boundary features']",1,['Functional type of map based on the information layers it presents.'],['Map type supports filtering and reuse by distinguishing general reference maps from thematic or analytical maps.']
map_subtitle,title,medium,1,1,0.004761905,1,1,0,1,0,0,['Eastern Slavonia - West Srijem Areas'],1,['A secondary title that narrows or qualifies the map subject.'],['The subtitle provides a more specific spatial focus than the document-level country metadata.']
map_subject,subject_summary,high,1,1,0.004761905,1,1,0,1,0,0,['UNHCR presence'],1,['The primary thematic subject represented by the map.'],['The subject captures the main analytical purpose of the map beyond its geographic extent.']
map_scale_range,not_in_ontology,high,1,1,0.004761905,1,1,0,1,0,0,['Scale bar shown from 0 to 30 kilometers and 0 to 20 miles'],1,['Distance range represented by the map scale bar.'],['The scale range helps users assess map granularity and analytical suitability.']
data_classification_method,calculation_method,medium,1,1,0.004761905,1,1,0,1,0,0,['Binned case-count ranges represented by graduated red circles'],1,['The method used to group or symbolize quantitative values.'],['Classification method helps users compare figures and interpret mapped quantities correctly.']
map_layer_labels,series_labels,medium,1,1,0.004761905,1,1,0,1,0,0,['Squatter settlements; Greater Amman City Limit; Main roads; Secondary roads'],1,['Legend categories or spatial layers represented in the map.'],['Layer labels describe what kinds of spatial information are encoded in the map.']
mapped_location_names,geographic_entities,high,1,1,0.004761905,1,1,0,1,0,0,"[""Al-Bakistan; Massoum; North Yajouz; Janna'a; Thaheriyah; Al-Jundi; Amir Ali; Al-Musheirfeh; Amir Faisal; Al-Hashemi; Mahatta; Hneikein; Al-Mugairat; Wadi Al-Qattar; Abu Sayyah; Al-Misdar; Al-Natheif; Deja; West Wehdat; Al-Zuhour; Al-Lawzieh; Al-Qaisiyeh; Al-Nuzha Al-Rajib""]",1,['Names of specific locations or features labeled as part of the mapped subject.'],['Named settlement labels make the map discoverable for local place-based queries.']
intervention_program,project_name,high,1,1,0.004761905,1,0,1,0,1,0,['Nutrition Enhancement Program'],1,['The program or intervention evaluated by the table or document.'],['Program metadata links the table’s estimates to the intervention being evaluated.']
coverage_note,interpretive_note,high,1,1,0.004761905,1,0,1,1,0,0,"['Regional Bureau and regional activities cover the whole of West and Central Africa region; Cameroon Multi-Country Office coordinates activities in Cameroon and Gabon and also covers Equatorial Guinea and Sao Tome and Principe without presence in the latter countries; Senegal Multi-Country Office coordinates activities in Guinea, Guinea-Bissau, Senegal and Togo and also covers Benin, Cape Verde, Gambia and Sierra Leone without presence in the latter countries.']",1,['Footnote or note text clarifying geographic or operational coverage.'],['Coverage notes clarify how multi-country and regional operations should be interpreted.']
intervention_area,intervention_type,high,1,1,0.004761905,1,0,1,1,0,0,['Social registry; SBCC sessions; climate resilience best practices; exclusive breastfeeding; household self help activities; financial inclusion services'],1,"['Program activity, service, or intervention area measured by the indicators.']",['Intervention areas improve thematic search within project results tables.']
interpretation_note,interpretive_note,high,1,1,0.004761905,1,1,0,1,0,0,['Values above zero indicate degree of anti-cyclicality'],1,['A note explaining how to interpret the sign or magnitude of displayed values.'],['The interpretation note is necessary to understand what positive correlation values mean in this figure.']
interaction_terms,indicator_name,medium,1,1,0.004761905,1,0,1,1,0,0,['Crisis * Stdtoa; Post12 * Stdtoa; Post3 * Stdtoa'],1,['Interaction variables included in the statistical model.'],['Interaction terms reveal the conditional relationships tested in the table.']
instrumented_variables,indicator_name,medium,1,1,0.004761905,1,0,1,1,0,0,['Migration variables; migration and financial development variables'],1,['Variables treated as endogenous and instrumented in the estimation.'],['Instrumented variables are critical metadata for identifying instrumental-variable analyses.']
instrumental_variables,not_in_ontology,high,1,1,0.004761905,1,0,1,1,0,0,['Law and order; Business regulatory freedom; Average Years of Secondary Schooling; Sociodemographic factors'],1,['Instruments used in instrumental-variable regressions.'],['Instrumental variables are key metadata for discovering and evaluating IV regression tables.']
institutional_source,source_organization,high,1,1,0.004761905,1,0,1,0,1,0,['World Bank'],1,['Institution or organization responsible for the source document.'],['Institutional source supports provenance tracking and source-based filtering.']
legend_encoding,series_labels,medium,1,1,0.004761905,1,1,0,1,0,0,['Orange square = Empowerment of local organizations; pink diamond = Community Based Initiatives; purple hexagon = Community Centers; blue star = Outreach Volunteers'],1,['Mapping between visual symbols and semantic data categories.'],['Legend encoding is necessary to interpret which activities are represented at each mapped location.']
creation_date,reference_date,high,1,1,0.004761905,1,1,0,1,0,0,['31 janvier 2022'],1,['Date on which the figure or map was created.'],['Creation date helps distinguish map currency from the broader reference year.']
location_type,location_type,high,1,1,0.004761905,1,1,0,1,0,0,"['Refugee, formal settlement; Refugee, individual accommodation in communities']",1,"['Type of facility, settlement, or accommodation represented by map symbols.']",['Location type helps distinguish camps or settlements from community-based accommodation.']
currency_code,currency,high,1,1,0.004761905,1,0,1,1,0,0,['LBP'],1,['The currency in which monetary values are reported.'],['Currency enables monetary data discovery and prevents misinterpretation of values.']
